dataset,split,image_path,ex_path,he_path,ma_path,se_path,tjdr_ann_path
DDR,train,DDR-SEGMENTATION/train/image/007-4171-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4171-200.tif,DDR-SEGMENTATION/train/label/HE/007-4171-200.tif,DDR-SEGMENTATION/train/label/MA/007-4171-200.tif,DDR-SEGMENTATION/train/label/SE/007-4171-200.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-5872-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5872-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5872-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5872-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5872-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4680-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4680-200.tif,DDR-SEGMENTATION/train/label/HE/007-4680-200.tif,DDR-SEGMENTATION/train/label/MA/007-4680-200.tif,DDR-SEGMENTATION/train/label/SE/007-4680-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_230.png,,,,,TJDR/train/annotation/TJDR_train_230.png
TJDR,train,TJDR/train/image/TJDR_train_200.png,,,,,TJDR/train/annotation/TJDR_train_200.png
TJDR,train,TJDR/train/image/TJDR_train_395.png,,,,,TJDR/train/annotation/TJDR_train_395.png
TJDR,train,TJDR/train/image/TJDR_train_081.png,,,,,TJDR/train/annotation/TJDR_train_081.png
DDR,train,DDR-SEGMENTATION/train/image/007-3399-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3399-200.tif,DDR-SEGMENTATION/train/label/HE/007-3399-200.tif,DDR-SEGMENTATION/train/label/MA/007-3399-200.tif,DDR-SEGMENTATION/train/label/SE/007-3399-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-6676-400.jpg,DDR-SEGMENTATION/train/label/EX/007-6676-400.tif,DDR-SEGMENTATION/train/label/HE/007-6676-400.tif,DDR-SEGMENTATION/train/label/MA/007-6676-400.tif,DDR-SEGMENTATION/train/label/SE/007-6676-400.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-1889-100.jpg,DDR-SEGMENTATION/train/label/EX/007-1889-100.tif,DDR-SEGMENTATION/train/label/HE/007-1889-100.tif,DDR-SEGMENTATION/train/label/MA/007-1889-100.tif,DDR-SEGMENTATION/train/label/SE/007-1889-100.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170502095044024.jpg,DDR-SEGMENTATION/valid/label/EX/20170502095044024.tif,DDR-SEGMENTATION/valid/label/HE/20170502095044024.tif,DDR-SEGMENTATION/valid/label/MA/20170502095044024.tif,DDR-SEGMENTATION/valid/label/SE/20170502095044024.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3424-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3424-200.tif,DDR-SEGMENTATION/train/label/HE/007-3424-200.tif,DDR-SEGMENTATION/train/label/MA/007-3424-200.tif,DDR-SEGMENTATION/train/label/SE/007-3424-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_440.png,,,,,TJDR/train/annotation/TJDR_train_440.png
TJDR,train,TJDR/train/image/TJDR_train_120.png,,,,,TJDR/train/annotation/TJDR_train_120.png
DDR,train,DDR-SEGMENTATION/train/image/007-2395-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2395-100.tif,DDR-SEGMENTATION/train/label/HE/007-2395-100.tif,DDR-SEGMENTATION/train/label/MA/007-2395-100.tif,DDR-SEGMENTATION/train/label/SE/007-2395-100.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_44.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_44_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_44_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_44_MA.tif,,
DDR,train,DDR-SEGMENTATION/valid/image/007-5849-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5849-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5849-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5849-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5849-300.tif,
TJDR,train,TJDR/train/image/TJDR_train_237.png,,,,,TJDR/train/annotation/TJDR_train_237.png
DDR,train,DDR-SEGMENTATION/valid/image/20170504154837541.jpg,DDR-SEGMENTATION/valid/label/EX/20170504154837541.tif,DDR-SEGMENTATION/valid/label/HE/20170504154837541.tif,DDR-SEGMENTATION/valid/label/MA/20170504154837541.tif,DDR-SEGMENTATION/valid/label/SE/20170504154837541.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-5832-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5832-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5832-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5832-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5832-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2335-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2335-100.tif,DDR-SEGMENTATION/train/label/HE/007-2335-100.tif,DDR-SEGMENTATION/train/label/MA/007-2335-100.tif,DDR-SEGMENTATION/train/label/SE/007-2335-100.tif,
TJDR,train,TJDR/train/image/TJDR_train_193.png,,,,,TJDR/train/annotation/TJDR_train_193.png
TJDR,train,TJDR/train/image/TJDR_train_195.png,,,,,TJDR/train/annotation/TJDR_train_195.png
TJDR,train,TJDR/train/image/TJDR_train_423.png,,,,,TJDR/train/annotation/TJDR_train_423.png
TJDR,train,TJDR/train/image/TJDR_train_216.png,,,,,TJDR/train/annotation/TJDR_train_216.png
DDR,train,DDR-SEGMENTATION/train/image/007-2112-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2112-100.tif,DDR-SEGMENTATION/train/label/HE/007-2112-100.tif,DDR-SEGMENTATION/train/label/MA/007-2112-100.tif,DDR-SEGMENTATION/train/label/SE/007-2112-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2300-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2300-100.tif,DDR-SEGMENTATION/train/label/HE/007-2300-100.tif,DDR-SEGMENTATION/train/label/MA/007-2300-100.tif,DDR-SEGMENTATION/train/label/SE/007-2300-100.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170602084403248.jpg,DDR-SEGMENTATION/valid/label/EX/20170602084403248.tif,DDR-SEGMENTATION/valid/label/HE/20170602084403248.tif,DDR-SEGMENTATION/valid/label/MA/20170602084403248.tif,DDR-SEGMENTATION/valid/label/SE/20170602084403248.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4613-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4613-200.tif,DDR-SEGMENTATION/train/label/HE/007-4613-200.tif,DDR-SEGMENTATION/train/label/MA/007-4613-200.tif,DDR-SEGMENTATION/train/label/SE/007-4613-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5087-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5087-300.tif,DDR-SEGMENTATION/train/label/HE/007-5087-300.tif,DDR-SEGMENTATION/train/label/MA/007-5087-300.tif,DDR-SEGMENTATION/train/label/SE/007-5087-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3377-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3377-200.tif,DDR-SEGMENTATION/train/label/HE/007-3377-200.tif,DDR-SEGMENTATION/train/label/MA/007-3377-200.tif,DDR-SEGMENTATION/train/label/SE/007-3377-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2677-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2677-100.tif,DDR-SEGMENTATION/train/label/HE/007-2677-100.tif,DDR-SEGMENTATION/train/label/MA/007-2677-100.tif,DDR-SEGMENTATION/train/label/SE/007-2677-100.tif,
TJDR,train,TJDR/train/image/TJDR_train_146.png,,,,,TJDR/train/annotation/TJDR_train_146.png
DDR,train,DDR-SEGMENTATION/train/image/007-3463-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3463-200.tif,DDR-SEGMENTATION/train/label/HE/007-3463-200.tif,DDR-SEGMENTATION/train/label/MA/007-3463-200.tif,DDR-SEGMENTATION/train/label/SE/007-3463-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2160-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2160-100.tif,DDR-SEGMENTATION/train/label/HE/007-2160-100.tif,DDR-SEGMENTATION/train/label/MA/007-2160-100.tif,DDR-SEGMENTATION/train/label/SE/007-2160-100.tif,
TJDR,train,TJDR/train/image/TJDR_train_203.png,,,,,TJDR/train/annotation/TJDR_train_203.png
TJDR,train,TJDR/train/image/TJDR_train_426.png,,,,,TJDR/train/annotation/TJDR_train_426.png
DDR,train,DDR-SEGMENTATION/valid/image/20170504152732434.jpg,DDR-SEGMENTATION/valid/label/EX/20170504152732434.tif,DDR-SEGMENTATION/valid/label/HE/20170504152732434.tif,DDR-SEGMENTATION/valid/label/MA/20170504152732434.tif,DDR-SEGMENTATION/valid/label/SE/20170504152732434.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_04.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_04_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_04_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_04_MA.tif,,
TJDR,train,TJDR/train/image/TJDR_train_290.png,,,,,TJDR/train/annotation/TJDR_train_290.png
TJDR,train,TJDR/train/image/TJDR_train_135.png,,,,,TJDR/train/annotation/TJDR_train_135.png
TJDR,train,TJDR/train/image/TJDR_train_285.png,,,,,TJDR/train/annotation/TJDR_train_285.png
DDR,train,DDR-SEGMENTATION/train/image/007-2272-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2272-100.tif,DDR-SEGMENTATION/train/label/HE/007-2272-100.tif,DDR-SEGMENTATION/train/label/MA/007-2272-100.tif,DDR-SEGMENTATION/train/label/SE/007-2272-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3517-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3517-200.tif,DDR-SEGMENTATION/train/label/HE/007-3517-200.tif,DDR-SEGMENTATION/train/label/MA/007-3517-200.tif,DDR-SEGMENTATION/train/label/SE/007-3517-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_335.png,,,,,TJDR/train/annotation/TJDR_train_335.png
DDR,train,DDR-SEGMENTATION/valid/image/20170502204843387.jpg,DDR-SEGMENTATION/valid/label/EX/20170502204843387.tif,DDR-SEGMENTATION/valid/label/HE/20170502204843387.tif,DDR-SEGMENTATION/valid/label/MA/20170502204843387.tif,DDR-SEGMENTATION/valid/label/SE/20170502204843387.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-6847-400.jpg,DDR-SEGMENTATION/train/label/EX/007-6847-400.tif,DDR-SEGMENTATION/train/label/HE/007-6847-400.tif,DDR-SEGMENTATION/train/label/MA/007-6847-400.tif,DDR-SEGMENTATION/train/label/SE/007-6847-400.tif,
TJDR,train,TJDR/train/image/TJDR_train_333.png,,,,,TJDR/train/annotation/TJDR_train_333.png
TJDR,train,TJDR/train/image/TJDR_train_300.png,,,,,TJDR/train/annotation/TJDR_train_300.png
DDR,train,DDR-SEGMENTATION/train/image/007-4347-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4347-200.tif,DDR-SEGMENTATION/train/label/HE/007-4347-200.tif,DDR-SEGMENTATION/train/label/MA/007-4347-200.tif,DDR-SEGMENTATION/train/label/SE/007-4347-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_144.png,,,,,TJDR/train/annotation/TJDR_train_144.png
DDR,train,DDR-SEGMENTATION/valid/image/007-5960-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5960-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5960-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5960-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5960-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-6674-400.jpg,DDR-SEGMENTATION/train/label/EX/007-6674-400.tif,DDR-SEGMENTATION/train/label/HE/007-6674-400.tif,DDR-SEGMENTATION/train/label/MA/007-6674-400.tif,DDR-SEGMENTATION/train/label/SE/007-6674-400.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_50.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_50_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_50_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_50_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_50_SE.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-5985-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5985-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5985-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5985-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5985-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5892-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5892-300.tif,DDR-SEGMENTATION/train/label/HE/007-5892-300.tif,DDR-SEGMENTATION/train/label/MA/007-5892-300.tif,DDR-SEGMENTATION/train/label/SE/007-5892-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5688-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5688-300.tif,DDR-SEGMENTATION/train/label/HE/007-5688-300.tif,DDR-SEGMENTATION/train/label/MA/007-5688-300.tif,DDR-SEGMENTATION/train/label/SE/007-5688-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3554-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3554-200.tif,DDR-SEGMENTATION/train/label/HE/007-3554-200.tif,DDR-SEGMENTATION/train/label/MA/007-3554-200.tif,DDR-SEGMENTATION/train/label/SE/007-3554-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_344.png,,,,,TJDR/train/annotation/TJDR_train_344.png
TJDR,train,TJDR/train/image/TJDR_train_164.png,,,,,TJDR/train/annotation/TJDR_train_164.png
DDR,train,DDR-SEGMENTATION/train/image/007-4741-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4741-200.tif,DDR-SEGMENTATION/train/label/HE/007-4741-200.tif,DDR-SEGMENTATION/train/label/MA/007-4741-200.tif,DDR-SEGMENTATION/train/label/SE/007-4741-200.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_40.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_40_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_40_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_40_MA.tif,,
TJDR,train,TJDR/train/image/TJDR_train_331.png,,,,,TJDR/train/annotation/TJDR_train_331.png
DDR,train,DDR-SEGMENTATION/train/image/007-5518-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5518-300.tif,DDR-SEGMENTATION/train/label/HE/007-5518-300.tif,DDR-SEGMENTATION/train/label/MA/007-5518-300.tif,DDR-SEGMENTATION/train/label/SE/007-5518-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3372-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3372-200.tif,DDR-SEGMENTATION/train/label/HE/007-3372-200.tif,DDR-SEGMENTATION/train/label/MA/007-3372-200.tif,DDR-SEGMENTATION/train/label/SE/007-3372-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_374.png,,,,,TJDR/train/annotation/TJDR_train_374.png
DDR,train,DDR-SEGMENTATION/train/image/007-3503-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3503-200.tif,DDR-SEGMENTATION/train/label/HE/007-3503-200.tif,DDR-SEGMENTATION/train/label/MA/007-3503-200.tif,DDR-SEGMENTATION/train/label/SE/007-3503-200.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170627170652393.jpg,DDR-SEGMENTATION/valid/label/EX/20170627170652393.tif,DDR-SEGMENTATION/valid/label/HE/20170627170652393.tif,DDR-SEGMENTATION/valid/label/MA/20170627170652393.tif,DDR-SEGMENTATION/valid/label/SE/20170627170652393.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-7210-400.jpg,DDR-SEGMENTATION/valid/label/EX/007-7210-400.tif,DDR-SEGMENTATION/valid/label/HE/007-7210-400.tif,DDR-SEGMENTATION/valid/label/MA/007-7210-400.tif,DDR-SEGMENTATION/valid/label/SE/007-7210-400.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5311-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5311-300.tif,DDR-SEGMENTATION/train/label/HE/007-5311-300.tif,DDR-SEGMENTATION/train/label/MA/007-5311-300.tif,DDR-SEGMENTATION/train/label/SE/007-5311-300.tif,
TJDR,train,TJDR/train/image/TJDR_train_246.png,,,,,TJDR/train/annotation/TJDR_train_246.png
DDR,train,DDR-SEGMENTATION/train/image/007-6562-400.jpg,DDR-SEGMENTATION/train/label/EX/007-6562-400.tif,DDR-SEGMENTATION/train/label/HE/007-6562-400.tif,DDR-SEGMENTATION/train/label/MA/007-6562-400.tif,DDR-SEGMENTATION/train/label/SE/007-6562-400.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_45.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_45_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_45_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_45_MA.tif,,
TJDR,train,TJDR/train/image/TJDR_train_190.png,,,,,TJDR/train/annotation/TJDR_train_190.png
DDR,train,DDR-SEGMENTATION/train/image/007-6551-400.jpg,DDR-SEGMENTATION/train/label/EX/007-6551-400.tif,DDR-SEGMENTATION/train/label/HE/007-6551-400.tif,DDR-SEGMENTATION/train/label/MA/007-6551-400.tif,DDR-SEGMENTATION/train/label/SE/007-6551-400.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5459-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5459-300.tif,DDR-SEGMENTATION/train/label/HE/007-5459-300.tif,DDR-SEGMENTATION/train/label/MA/007-5459-300.tif,DDR-SEGMENTATION/train/label/SE/007-5459-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2125-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2125-100.tif,DDR-SEGMENTATION/train/label/HE/007-2125-100.tif,DDR-SEGMENTATION/train/label/MA/007-2125-100.tif,DDR-SEGMENTATION/train/label/SE/007-2125-100.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170521095717085.jpg,DDR-SEGMENTATION/valid/label/EX/20170521095717085.tif,DDR-SEGMENTATION/valid/label/HE/20170521095717085.tif,DDR-SEGMENTATION/valid/label/MA/20170521095717085.tif,DDR-SEGMENTATION/valid/label/SE/20170521095717085.tif,
TJDR,train,TJDR/train/image/TJDR_train_308.png,,,,,TJDR/train/annotation/TJDR_train_308.png
TJDR,train,TJDR/train/image/TJDR_train_409.png,,,,,TJDR/train/annotation/TJDR_train_409.png
DDR,train,DDR-SEGMENTATION/train/image/007-3669-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3669-200.tif,DDR-SEGMENTATION/train/label/HE/007-3669-200.tif,DDR-SEGMENTATION/train/label/MA/007-3669-200.tif,DDR-SEGMENTATION/train/label/SE/007-3669-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_435.png,,,,,TJDR/train/annotation/TJDR_train_435.png
DDR,train,DDR-SEGMENTATION/train/image/007-4894-300.jpg,DDR-SEGMENTATION/train/label/EX/007-4894-300.tif,DDR-SEGMENTATION/train/label/HE/007-4894-300.tif,DDR-SEGMENTATION/train/label/MA/007-4894-300.tif,DDR-SEGMENTATION/train/label/SE/007-4894-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3375-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3375-200.tif,DDR-SEGMENTATION/train/label/HE/007-3375-200.tif,DDR-SEGMENTATION/train/label/MA/007-3375-200.tif,DDR-SEGMENTATION/train/label/SE/007-3375-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4952-300.jpg,DDR-SEGMENTATION/train/label/EX/007-4952-300.tif,DDR-SEGMENTATION/train/label/HE/007-4952-300.tif,DDR-SEGMENTATION/train/label/MA/007-4952-300.tif,DDR-SEGMENTATION/train/label/SE/007-4952-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3380-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3380-200.tif,DDR-SEGMENTATION/train/label/HE/007-3380-200.tif,DDR-SEGMENTATION/train/label/MA/007-3380-200.tif,DDR-SEGMENTATION/train/label/SE/007-3380-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3928-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3928-200.tif,DDR-SEGMENTATION/train/label/HE/007-3928-200.tif,DDR-SEGMENTATION/train/label/MA/007-3928-200.tif,DDR-SEGMENTATION/train/label/SE/007-3928-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_049.png,,,,,TJDR/train/annotation/TJDR_train_049.png
TJDR,train,TJDR/train/image/TJDR_train_138.png,,,,,TJDR/train/annotation/TJDR_train_138.png
IDRID,train,IDRID/Original_Images/train/IDRiD_43.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_43_EX.tif,,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_43_MA.tif,,
TJDR,train,TJDR/train/image/TJDR_train_303.png,,,,,TJDR/train/annotation/TJDR_train_303.png
TJDR,train,TJDR/train/image/TJDR_train_420.png,,,,,TJDR/train/annotation/TJDR_train_420.png
TJDR,train,TJDR/train/image/TJDR_train_136.png,,,,,TJDR/train/annotation/TJDR_train_136.png
DDR,train,DDR-SEGMENTATION/train/image/007-4769-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4769-200.tif,DDR-SEGMENTATION/train/label/HE/007-4769-200.tif,DDR-SEGMENTATION/train/label/MA/007-4769-200.tif,DDR-SEGMENTATION/train/label/SE/007-4769-200.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170609154552424.jpg,DDR-SEGMENTATION/valid/label/EX/20170609154552424.tif,DDR-SEGMENTATION/valid/label/HE/20170609154552424.tif,DDR-SEGMENTATION/valid/label/MA/20170609154552424.tif,DDR-SEGMENTATION/valid/label/SE/20170609154552424.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2580-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2580-100.tif,DDR-SEGMENTATION/train/label/HE/007-2580-100.tif,DDR-SEGMENTATION/train/label/MA/007-2580-100.tif,DDR-SEGMENTATION/train/label/SE/007-2580-100.tif,
TJDR,train,TJDR/train/image/TJDR_train_399.png,,,,,TJDR/train/annotation/TJDR_train_399.png
TJDR,train,TJDR/train/image/TJDR_train_345.png,,,,,TJDR/train/annotation/TJDR_train_345.png
DDR,train,DDR-SEGMENTATION/train/image/007-5728-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5728-300.tif,DDR-SEGMENTATION/train/label/HE/007-5728-300.tif,DDR-SEGMENTATION/train/label/MA/007-5728-300.tif,DDR-SEGMENTATION/train/label/SE/007-5728-300.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170615104926501.jpg,DDR-SEGMENTATION/valid/label/EX/20170615104926501.tif,DDR-SEGMENTATION/valid/label/HE/20170615104926501.tif,DDR-SEGMENTATION/valid/label/MA/20170615104926501.tif,DDR-SEGMENTATION/valid/label/SE/20170615104926501.tif,
TJDR,train,TJDR/train/image/TJDR_train_328.png,,,,,TJDR/train/annotation/TJDR_train_328.png
DDR,train,DDR-SEGMENTATION/train/image/007-3541-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3541-200.tif,DDR-SEGMENTATION/train/label/HE/007-3541-200.tif,DDR-SEGMENTATION/train/label/MA/007-3541-200.tif,DDR-SEGMENTATION/train/label/SE/007-3541-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_434.png,,,,,TJDR/train/annotation/TJDR_train_434.png
TJDR,train,TJDR/train/image/TJDR_train_414.png,,,,,TJDR/train/annotation/TJDR_train_414.png
TJDR,train,TJDR/train/image/TJDR_train_364.png,,,,,TJDR/train/annotation/TJDR_train_364.png
DDR,train,DDR-SEGMENTATION/train/image/007-3457-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3457-200.tif,DDR-SEGMENTATION/train/label/HE/007-3457-200.tif,DDR-SEGMENTATION/train/label/MA/007-3457-200.tif,DDR-SEGMENTATION/train/label/SE/007-3457-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_011.png,,,,,TJDR/train/annotation/TJDR_train_011.png
DDR,train,DDR-SEGMENTATION/train/image/007-2383-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2383-100.tif,DDR-SEGMENTATION/train/label/HE/007-2383-100.tif,DDR-SEGMENTATION/train/label/MA/007-2383-100.tif,DDR-SEGMENTATION/train/label/SE/007-2383-100.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-6260-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-6260-300.tif,DDR-SEGMENTATION/valid/label/HE/007-6260-300.tif,DDR-SEGMENTATION/valid/label/MA/007-6260-300.tif,DDR-SEGMENTATION/valid/label/SE/007-6260-300.tif,
TJDR,train,TJDR/train/image/TJDR_train_320.png,,,,,TJDR/train/annotation/TJDR_train_320.png
DDR,train,DDR-SEGMENTATION/valid/image/007-6262-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-6262-300.tif,DDR-SEGMENTATION/valid/label/HE/007-6262-300.tif,DDR-SEGMENTATION/valid/label/MA/007-6262-300.tif,DDR-SEGMENTATION/valid/label/SE/007-6262-300.tif,
TJDR,train,TJDR/train/image/TJDR_train_380.png,,,,,TJDR/train/annotation/TJDR_train_380.png
DDR,train,DDR-SEGMENTATION/train/image/007-2607-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2607-100.tif,DDR-SEGMENTATION/train/label/HE/007-2607-100.tif,DDR-SEGMENTATION/train/label/MA/007-2607-100.tif,DDR-SEGMENTATION/train/label/SE/007-2607-100.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-6107-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-6107-300.tif,DDR-SEGMENTATION/valid/label/HE/007-6107-300.tif,DDR-SEGMENTATION/valid/label/MA/007-6107-300.tif,DDR-SEGMENTATION/valid/label/SE/007-6107-300.tif,
TJDR,train,TJDR/train/image/TJDR_train_184.png,,,,,TJDR/train/annotation/TJDR_train_184.png
DDR,train,DDR-SEGMENTATION/train/image/007-3933-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3933-200.tif,DDR-SEGMENTATION/train/label/HE/007-3933-200.tif,DDR-SEGMENTATION/train/label/MA/007-3933-200.tif,DDR-SEGMENTATION/train/label/SE/007-3933-200.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_05.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_05_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_05_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_05_MA.tif,,
DDR,train,DDR-SEGMENTATION/train/image/007-2397-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2397-100.tif,DDR-SEGMENTATION/train/label/HE/007-2397-100.tif,DDR-SEGMENTATION/train/label/MA/007-2397-100.tif,DDR-SEGMENTATION/train/label/SE/007-2397-100.tif,
TJDR,train,TJDR/train/image/TJDR_train_179.png,,,,,TJDR/train/annotation/TJDR_train_179.png
